Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq rec contract addr,ERC20 min val rec,ERC20 uniq sent token name,FLAG
30.08,1878.95,192692.02,97,101,0,2,2,0.013199,0.7012189999999999,0.11506,0.012779,0.700799,0.119385,198,11.58032648,11.62108748,0.040761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.15,0.61,320.1,101,3,0,3,101,2059.981856,5739.623189,3333.666667,1.02895,101.0,99.019293,104,10000.94855,10001.0,0.05145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,87.93,1,1,0,1,1,1.0,1.0,1.0,0.996956,0.996956,0.996956,2,0.99695578,1.0,0.00304422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4434.64,6013.03,955324.02,130,63,0,36,72,0.009559,10.1839,3.289908,0.0,10.0,1.686491,193,219.243835,207.2642304,-11.97960456,123.0,1553269911.0,231237.9145,0.0,25.0,65.0,40.0,0.0,22.0,0
1.47,0.51,6.9,4,2,0,2,4,555.508382,1445.491618,1000.5,0.001078,1495.692813,500.249528,6,2000.998113,2001.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.85,1,2,0,2,1,0.101323,9.898677,5.0,9.999528,9.999528,9.999528,3,9.999528364,10.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9608.52,16079.1,1055551.57,63,28,0,11,28,0.099489,10.999664,1.74005,0.0,10.04,0.851778,91,53.66204419,48.72141371,-4.940630481,89.0,104996.1478,18257.77996,0.0,11.0,32.0,41.0,0.0,10.0,0
836.31,351.33,1165513.27,469,2201,0,6,20,0.01193,14.472625,0.955553,0.0,51.809946,4.482547,2670,2102.314699,2103.1714030000007,0.8567037740000001,23.0,62590.83312999999,10150.5757,0.0,1.0,15.0,15.0,0.0,2.0,0
33.38,0.0,100.15,3,1,0,1,3,101.0,101.0,101.0,0.432425,58.219253,33.666163,4,100.998488,101.0,0.001512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.31,1074.15,636856.95,334,590,0,3,3,0.1003,1.85656,0.641123,0.99987,2.171119,1.1318629999999998,924,378.0424082,378.2622822,0.219874042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105.74,0.0,317.22,3,1,0,1,3,101.0,101.0,101.0,0.499454,81.432354,33.666179,4,100.9985356,101.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.5,7763.23,77697.37,10,10,0,1,10,0.048561,0.123,0.085066,0.047528,0.122217,0.084493,20,0.844933348,0.8506625790000001,0.005729231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
125.37,1698.02,693912.18,334,384,0,4,1,0.134469,10.0,0.707451,0.495441,16.526329,0.811555,718,271.0594871,271.6610896,0.601602445,2.0,3.7e-11,100.0,0.0,1.0,1.0,1.0,0.0,1.0,0
11294.81,1479.52,720450.03,63,6,0,3,2,0.01,49.995,8.716275999999999,0.0,50.0,0.826968,69,52.099,52.2976539,0.1986539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1110.72,4157.83,1,2,0,2,1,1.275942,1.964,1.6199709999999998,3.239,3.239,3.239,3,3.239,3.23994205,0.00094205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2350.37,291445.58,0,124,1,3,0,0.0,0.496229,0.245004,0.0,0.0,0.0,125,0.0,30.38046637,30.38046637,2.0,1.170426026,0.0,0.0,0.0,2.0,2.0,0.498988,0.0,0
0.0,25194.76,226752.87,0,9,1,3,0,0.0,10.0,3.166568,0.0,0.0,0.0,10,0.0,28.49911075,28.49911075,2.0,1.468335301,0.0,0.0,0.0,2.0,2.0,0.527284,0.0,0
21.94,0.0,65.82,3,1,0,1,3,101.0,101.0,101.0,18.156637,57.370598,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.85,1,1,0,1,1,10.0,10.0,10.0,9.99938,9.99938,9.99938,2,9.99938,10.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161.25,0.63,323.77,2,2,0,2,2,22.201788,78.798212,50.5,0.19895,100.800066,50.499508,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.51,0.0,4.52,3,2,0,2,3,526.081454,1474.918546,1000.5,1.522116,1459.994351,666.9993900000002,5,2000.998169,2001.0,0.001830667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1942.68,3369.69,642160.28,112,126,0,98,89,0.0,1999.0,67.549869,0.0,1990.0,75.992991,238,8511.215,8511.283479000002,0.06847929,28.0,888017.4785,869844.0003,0.0,9.0,15.0,17.0,0.0,8.0,0
0.0,0.0,76.42,1,1,0,1,1,3.0,3.0,3.0,2.996956,2.996956,2.996956,2,2.99695578,3.0,0.00304422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.36,0.0,67.08,3,1,0,1,3,101.0,101.0,101.0,0.146584,52.324651,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.81,0.0,59.43,3,1,0,1,3,101.0,101.0,101.0,0.499924,91.931351,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15103.09,21665.85,984938.55,48,12,0,7,23,0.8536,5.01,2.060951,0.0,4.0,0.489839,60,23.51228127,24.7314133,1.21913203,68.0,6654.06697,5210.761271,0.0,12.0,22.0,28.0,0.0,11.0,0
6826.54,5077.15,361635.6,50,4,1,3,18,0.359239,1.81903,0.965757,0.0,1.0,0.114656,55,5.732810373,3.863029,-1.869781373,7.0,100000000.4,0.3700001020000001,0.0,2.0,3.0,4.0,0.0,3.0,0
0.0,0.0,4.82,1,1,0,1,1,0.75,0.75,0.75,0.749528,0.749528,0.749528,2,0.7495283640000001,0.75,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.18,0.0,66.55,3,1,0,1,3,101.0,101.0,101.0,4.419007,61.80289300000001,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31570.05,31266.26,345144.05,4,7,0,5,4,0.325538,4.019546,1.48654,0.14612,3.552852,1.917125,11,7.66849964,10.40577962,2.737279984,9.0,1230.418406,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0
10858.34,7498.62,858102.1,59,29,0,14,31,0.02,149.95,24.858752,0.0,150.0,12.215537,88,720.7167,720.9038,0.1871,61.0,1830678.037,1079433.564,0.0,16.0,20.0,25.0,0.0,14.0,0
31.76,0.0,63.52,2,1,0,1,2,101.0,101.0,101.0,11.005421,89.99352900000002,50.499475,3,100.99895,101.0,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.23,0.0,69.68,3,1,0,1,3,101.0,101.0,101.0,0.0086579999999999,56.52016500000001,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
158.96,0.0,317.92,2,1,0,1,2,101.0,101.0,101.0,0.1,100.899016,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,3210.03,192601.7,0,60,1,4,0,0.0,0.753905,0.400353,0.0,0.0,0.0,61,0.0,24.02119871,24.02119871,2.0,0.7161059609999999,0.0,0.0,0.0,2.0,2.0,0.247739,0.0,0
0.0,0.0,2.38,1,1,0,1,1,0.407916,0.407916,0.407916,0.407444,0.407444,0.407444,2,0.407444434,0.40791607,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,523.23,1,1,0,1,1,3.077284,3.077284,3.077284,3.076664,3.076664,3.076664,2,3.07666387,3.07728387,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159.5,0.63,320.27,2,2,0,2,2,16.254655,84.745345,50.5,2.149454,98.849117,50.499286,4,100.9985715,101.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4260.71,172236.02,727290.43,9,4,0,4,6,0.05,5.13801,1.692677,0.004209,4.880902,0.751879,13,6.7669123,6.77070994,0.00379764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1918.25,1657.68,836989.35,44,454,0,12,6,0.205059,97.400692,3.9463,0.0,230.337471,40.718163,498,1791.599192,1791.620145,0.020952925,14.0,182736.2802,2.114803273,0.0,1.0,10.0,13.0,0.0,1.0,0
1.27,0.0,3.8,3,2,0,2,3,512.253684,1488.746316,1000.5,0.219528,1476.359502,666.999528,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6915.64,9600.76,472871.28,42,19,0,9,25,0.01,49.9963,6.393007,0.0,40.0,2.89109,61,121.4258,121.467128,0.041328049,41.0,203580.7944,203560.3521,0.0,8.0,18.0,20.0,0.0,10.0,0
3.81,0.0,11.42,3,2,0,2,3,634.273094,1366.726906,1000.5,0.27,1575.779759,666.999528,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.48,15.75,203493.85,3351,6649,0,2372,1741,0.008212,102.66208,0.7315649999999999,0.0,108.035516,1.449984,10000,4858.896368,4864.173899,5.277531419,21.0,1917217.258,0.09622126,0.0,1.0,14.0,20.0,0.0,1.0,0
163.97,0.0,327.93,2,1,0,1,2,101.0,101.0,101.0,0.2,100.798571,50.499286,3,100.9985715,101.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165.15,0.82,331.93,2,2,0,2,2,26.106573,74.893427,50.5,0.01,100.988974,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.39,0.0,64.17,3,1,0,1,3,101.0,101.0,101.0,1.316756,53.16211,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31553.72,6795.01,424257.28,10,16,0,10,4,0.0001,12.740509,1.668032,0.0,19.338331,2.865441,26,28.65441012,26.68851867,-1.96589145,14.0,41292.57962,30000.0,0.0,1.0,9.0,11.0,0.0,1.0,0
4.61,4292.25,631637.83,147,147,0,2,1,0.100003,0.805766,0.154591,0.096568,0.805066,0.154048,294,22.64498866,22.72494289,0.079954236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.55,0.57,10.25,2,2,0,1,2,0.5,7.0,3.75,0.499528,6.999528,3.749528,4,7.499056727,7.5,0.000943273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,18.4,1,1,0,1,1,22.0,22.0,22.0,21.99938,21.99938,21.99938,2,21.99938,22.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,50.94,509376.3,0,9999,1,1625,0,0.0,570.129274,4.491976,0.0,0.0,0.0,10000,0.0,44915.26672,44915.26672,57.0,61661.50717,0.0,0.0,0.0,45.0,51.0,0.0,0.0,0
3.8,21915.69,43838.98,2,2,0,2,1,20.0,23.255814,21.627907,19.999372,23.254614,21.626993,4,43.25398604,43.25581395,0.00182791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15903.66,1424.53,299342.13,13,65,0,4,8,0.00903,24.99,0.929749,0.1,18.0,4.6456550000000005,78,60.3935147,60.43368237,0.04016767,8.0,1880376.201,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0
0.0,2114.72,319323.23,0,151,1,4,0,0.0,2.579215,0.938593,0.0,0.0,0.0,152,0.0,141.7275967,141.7275967,2.0,2.451908551,0.0,0.0,0.0,2.0,2.0,0.659816,0.0,0
0.0,3712.46,11137.37,0,3,1,3,0,3.99958,6.020946,5.006842,0.0,0.0,0.0,4,0.0,15.02052563,15.02052563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,4812.78,52940.63,0,11,1,3,0,0.0,76.5,30.623053,0.0,0.0,0.0,12,0.0,336.853578,336.853578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.8,0.0,104.4,3,1,0,1,3,101.0,101.0,101.0,1.470521,84.445676,33.666163,4,100.998488,101.0,0.001512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.51,0.0,70.03,4,1,0,1,4,101.0,101.0,101.0,0.001,56.61861800000001,25.249475,5,100.9979,101.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.5,65823.31,460801.68,7,7,0,6,2,1.004,31.3,9.686571,1.002883,31.299311,9.685547,14,67.79882783,67.806,0.00717217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1413.2,193608.08,0,137,1,4,0,0.0,2.045,0.36454,0.0,0.0,0.0,138,0.0,49.94196281,49.94196281,2.0,1.503244878,0.0,0.0,0.0,2.0,2.0,0.619362,0.0,0
35970.58,6205.11,378321.13,10,3,0,3,9,0.04864,0.64835,0.271663,8.1e-05,0.468201,0.080359,13,0.8035945870000001,0.81499029,0.011395703,1.0,6625.001484,0.0,0.0,0.0,1.0,1.0,6625.001484,0.0,0
0.0,0.0,4.17,1,1,0,1,1,0.847878,0.847878,0.847878,0.847406,0.847406,0.847406,2,0.847406144,0.84787778,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108.63,0.04,326.55,3,17,0,17,3,0.6109899999999999,7.48895,5.9411760000000005,1.999406,71.824735,33.666179,20,100.9985356,101.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,4546.14,131837.98,0,29,1,4,0,0.0,70.668377,22.798565,0.0,0.0,0.0,30,0.0,661.1583841,661.1583841,2.0,603.4334417,0.0,0.0,0.0,2.0,2.0,3.433442,0.0,0
3280.46,6720.25,1005197.95,120,91,0,21,45,0.040701,4.995,0.418392,0.0,3.0,0.357618,211,42.91417826,38.07364707,-4.840531192,93.0,531790.3904,68692.03836,0.0,11.0,35.0,40.0,0.0,9.0,0
0.0,0.0,14.48,1,1,0,1,1,0.181754,0.181754,0.181754,0.166754,0.166754,0.166754,2,0.16675425,0.18175425,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.96,39.41,402862.72,1582,8418,0,674,917,0.001397,1285.23,2.300673,0.0,1090.0,12.216144,10000,19325.93987,19367.0628,41.12293074,94.0,259.7246353,258.08306009999995,0.0,15.0,17.0,3.0,0.005684,1.0,0
0.0,0.0,3.22,1,1,0,1,1,0.066339,0.066339,0.066339,0.065719,0.065719,0.065719,2,0.06571939,0.06633939,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32537.18,27683.59,436106.15,10,4,0,3,7,0.0285,19.999,7.280999,0.0,24.007118,3.711631,14,37.116306,29.12399468,-7.99231132,12.0,4660.207739,1624.851849,0.0,1.0,8.0,8.0,0.0,1.0,0
13.57,10125.4,638755.18,63,63,0,3,1,0.010053,20.0,0.609298,0.008583,19.999769,0.608804,126,38.35467563,38.38580449,0.031128858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164.39,0.0,328.78,2,1,0,1,2,101.0,101.0,101.0,0.005,100.994016,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.43,0.0,70.3,3,1,0,1,3,101.0,101.0,101.0,0.2,54.542954,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.24,2.22,325.22,99,2,0,2,99,4149.789706000001,5851.210294,5000.5,40.28171500000001,200.0,101.019693,101,10000.94956,10001.0,0.050442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163.77,0.0,327.55,2,1,0,1,2,101.0,101.0,101.0,0.218444,100.780572,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.13,0.0,69.38,3,1,0,1,3,101.0,101.0,101.0,0.3,73.885366,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.17,0.42,4.33,3,2,0,2,3,808.940017,1192.059983,1000.5,0.959866,1573.159645,666.999528,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4764.11,48094.6,384303.27,10,7,0,4,8,0.63935,10.048931,5.2562690000000005,0.0,10.0,4.094776,17,40.94776301,36.79387989,-4.153883125,19.0,144452.0099,5700.0,0.0,1.0,16.0,16.0,0.0,1.0,0
164.38,0.21,329.18,2,2,0,2,2,49.354005,51.645995,50.5,1.0,99.998492,50.499246,4,100.9984925,101.0,0.00150753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.55,1,1,0,1,1,0.202113,0.202113,0.202113,0.201641,0.201641,0.201641,2,0.201640924,0.20211256,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.83,20.72,452.03,8,13,0,1,8,6.4238290000000005,21.942285,19.550893,4.418699,101.0,31.769706,21,254.1576486,254.16160840000003,0.003959793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.25,0.0,9.02,4,2,0,2,4,525.173772,1475.826228,1000.5,0.001078,1452.061154,500.249528,6,2000.998113,2001.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,54.93,1,1,0,1,1,1.04,1.04,1.04,1.039496,1.039496,1.039496,2,1.039496,1.04,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,7007.89,105118.3,0,15,1,5,0,0.0,300.0,122.122289,0.0,0.0,0.0,16,0.0,1831.834338,1831.834338,1.0,8.361219037,0.0,0.0,0.0,1.0,1.0,8.361219,0.0,0
1771.31,31027.58,262391.17,8,8,0,1,3,0.19326,1.000872,0.8994620000000001,0.19284,1.000452,0.89904,16,7.19231879,7.195699799999999,0.00338101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3930.91,9630.32,806415.67,139,27,0,11,51,0.02,176.75,57.38174300000001,0.0,230.68,24.201827,166,3364.054,1549.307067,-1814.746933,160.0,28516695.16,28463188.6,0.0,31.0,36.0,48.0,0.0,24.0,0
159727.26,11178.34,736283.63,3,23,0,17,1,0.575207,150.0,56.520299,1.0,150.0,100.0,26,300.0,1299.966871,999.9668708,26.0,24592.78429,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0
161.23,0.0,322.47,2,1,0,1,2,101.0,101.0,101.0,4.563134,96.435882,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.3,4428.66,754914.0,166,170,0,8,1,0.039429,392.5,3.425721,0.043386,392.498362,3.5060620000000005,336,582.0062703,582.3726341,0.366363819,3.0,36.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
0.0,0.0,4.02,1,1,0,1,1,150.0,150.0,150.0,149.999528,149.999528,149.999528,2,149.9995284,150.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161.74,0.82,325.12,2,2,0,2,2,33.788444,67.211556,50.5,9.999424,90.99955,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20714.88,5952.94,1125519.93,46,29,0,7,11,0.49,678.027366,90.014073,0.0,800.0,60.105092000000006,75,2764.834212,2610.408115,-154.4260975,38.0,52814.89517,30520.67034,0.0,2.0,20.0,25.0,0.0,2.0,0
0.0,1938.08,226755.85,0,117,1,3,0,0.0,1.356648,0.5254310000000001,0.0,0.0,0.0,118,0.0,61.47547531,61.47547531,2.0,1.536659539,0.0,0.0,0.0,2.0,2.0,0.6612210000000001,0.0,0
17.27,0.0,51.82,3,1,0,1,3,101.0,101.0,101.0,1.2,61.888635,33.665988,4,100.9979647,101.0,0.002035312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.74,0.0,8.23,3,2,0,2,3,962.530342,1038.469658,1000.5,20.0,1260.248798,666.999528,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,13377.01,187278.18,0,14,1,4,0,0.0,66.0,20.878218,0.0,0.0,0.0,15,0.0,292.295046,292.295046,1.0,3.540335989,0.0,0.0,0.0,1.0,1.0,3.540336,0.0,0
0.0,0.0,7.77,1,1,0,1,1,0.723476,0.723476,0.723476,0.723056,0.723056,0.723056,2,0.72305631,0.72347631,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159.65,0.5,320.3,2,2,0,2,2,40.365866,60.634134,50.5,7.99895,93.000066,50.499508,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162.55,0.0,325.1,2,1,0,1,2,101.0,101.0,101.0,0.448188,100.550828,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.22,5201.18,1295856.85,237,249,0,2,2,0.010018,1.87132,1.056043,0.022546,11.543333,1.108884,486,262.805523,262.9547352,0.149212186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.68,1,1,0,1,1,0.21,0.21,0.21,0.20916,0.20916,0.20916,2,0.20916,0.21,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.57,25465.52,101864.35,4,4,0,2,1,0.251278,1.734313,0.660726,0.250438,1.733473,0.659886,8,2.639543799,2.642903799,0.00336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,44165.06,88330.12,0,2,1,2,0,0.0,30.0,15.0,0.0,0.0,0.0,3,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7618.05,7158.56,326463.98,25,19,0,16,14,0.103221,21.495,2.821239,0.0,7.19256,2.143026,44,53.57566098,53.6035497,0.027888713,15.0,1802.705528,481.8193099,0.0,1.0,9.0,11.0,0.0,2.0,0
29.19,47805.0,382673.58,8,8,0,7,1,0.1,0.399095,0.255531,0.097311,0.39782,0.252826,16,2.02260751,2.0442497,0.02164219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162.87,0.82,327.37,2,2,0,2,2,4.803939,96.196061,50.5,2.01,98.988974,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156.18,0.0,312.37,2,1,0,1,2,101.0,101.0,101.0,2.434863,98.564153,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
110.44,0.02,331.37,3,2,0,2,2,9.432895,91.567105,50.5,0.385234,99.612231,33.665822,5,100.9974652,101.0,0.002534842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.75,20867.01,125220.78,5,6,0,4,1,0.068868,29.98,6.991478,0.168397,29.979544,8.389327,11,41.94663734,41.94886819,0.002230847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6170.18,23165.29,517105.03,35,13,0,9,17,0.007945,3.784,0.5829270000000001,0.0,2.988839,0.234969,48,8.223912095,7.578057405,-0.64585469,27.0,64722.55142999999,76.69862427,0.0,1.0,22.0,22.0,0.0,1.0,0
0.0,1655.13,226752.87,0,137,1,3,0,0.0,0.378289,0.19327,0.0,0.0,0.0,138,0.0,26.47799466,26.47799466,2.0,0.7102937490000001,0.0,0.0,0.0,2.0,2.0,0.241272,0.0,0
83.21,165.62,860424.47,9277,727,0,374,5570,0.0,2500.0,101.35639,0.001,1816.3664,7.884382,10004,73143.41595,73686.09561,542.6796545,27.0,50950.87877,1133.368309,0.0,1.0,19.0,25.0,0.0,1.0,0
0.0,0.0,1.83,1,1,0,1,1,1.285959,1.285959,1.285959,1.285365,1.285365,1.285365,2,1.285364945,1.285959,0.000594055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,28346.25,226769.97,0,8,1,4,0,0.0,11.359193,5.478752,0.0,0.0,0.0,9,0.0,43.83001981,43.83001981,1.0,0.010763447,0.0,0.0,0.0,1.0,1.0,0.010763,0.0,0
0.0,1679.74,226764.6,0,135,1,4,0,0.0,2.11517,0.662337,0.0,0.0,0.0,136,0.0,89.41544185,89.41544185,2.0,2.386927304,0.0,0.0,0.0,2.0,2.0,0.9005209999999999,0.0,0
161.24,0.3,323.08,2,2,0,2,2,18.897823,82.102177,50.5,1.073525,99.925491,50.499508,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,44163.02,88326.03,0,2,1,2,0,0.0,140.0,70.0,0.0,0.0,0.0,3,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,2.68,1,1,0,1,1,0.0772,0.0772,0.0772,0.0767279999999999,0.0767279999999999,0.0767279999999999,2,0.076728364,0.0772,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161.78,0.84,325.23,2,2,0,2,2,45.723937,55.276063,50.5,0.022722,100.976294,50.499508,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.07,351.84,629867.88,1631,1674,0,3,1,0.200007,127.0,0.434117,0.011557,126.998825,0.452011,3305,737.2304975,726.712571,-10.51792646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159.64,0.39,320.07,2,2,0,2,2,43.450515,57.549485,50.5,40.0,60.99901600000001,50.499508,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.62,1,1,0,1,1,1.000509,1.000509,1.000509,1.000089,1.000089,1.000089,2,1.00008918,1.000509186,0.000420006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.52,0.51,8.58,3,2,0,2,3,555.514942,1445.485058,1000.5,1.0,1896.436713,666.999528,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,348.28,1,1,0,1,1,0.3318,0.3318,0.3318,0.33118,0.33118,0.33118,2,0.33117994,0.33179994,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
